index,user_id,item_id,playtime_forever
2405375,HEREWEGOOOOOOOOdikmedaddyOOOO,4000,14461
4307422,Qualbert,363970,14460
3248658,cooza,730,14458
4161583,76561198031368389,10190,14458
4717032,76561198068326573,105600,14457
486539,76561198325409826,252490,14454
5067732,76561198096634664,243870,14454
4882906,massecrz,4000,14453
2622550,76561198038427562,236390,14452
4155441,curtsable,252950,14451
4816348,76561198073772525,4000,14451
4496644,76561198055213841,730,14450
2340054,76561198024281595,243870,14450
3978245,teldis,363970,14447
3534849,thepandabearnz1234,271590,14447
332665,TomSpinetti,236390,14445
4689622,76561198066855919,4000,14444
292998,76561198053697018,99900,14442
3853222,Pepsiporn,33930,14442
4636144,76561198063912174,105600,14441
1676057,76561198046393907,200510,14440
3294821,ritzyswordfish,4000,14439
3748085,76561198127974061,730,14438
4936674,76561198083092137,245170,14438
2333714,Crazy_Connor,271590,14437
3178598,76561197984964353,218620,14437
5045915,76561198093708058,730,14436
4347104,76561198045031842,72850,14435
4804451,ThePinkieOfAllPies,99900,14435
1444717,xeverburnx,200210,14433
586644,secretmessage6969,4000,14432
4050526,76561198015808360,107410,14432
4201565,76561198035606307,48700,14430
1427571,76561198084020268,105600,14430
3897518,76561197983050009,550,14430
3650306,76561198068806780,105600,14429
4307729,76561198043173880,49520,14429
3683180,76561198043936680,215280,14429
4617155,hatebites,250900,14429
511821,yoshi_bilby,730,14428
617940,spectaclespyrovis,49520,14427
4892138,76561198079522604,4000,14427
5103217,76561198106553670,4000,14426
4857755,gustavoperret,550,14425
3655259,76561198052378853,4000,14425
4682087,76561198066440534,250900,14424
3954873,76561197998276287,333930,14423
4432558,76561198050245362,216150,14423
4544189,thewenis,271590,14423
4128784,76561198027062132,218230,14422
2758927,JayRoe111,271590,14422
3119149,76561198056759495,218620,14419
3734090,76561198075740390,730,14419
1232364,76561197977418710,240,14418
1019498,Khaooschannel,346110,14417
491077,76561198079316689,200210,14416
4874697,76561198078322180,4000,14416
2984763,maximboy,105600,14413
4898032,GCoser,4000,14412
2762132,cooljeeves,216260,14412
3747344,Yugikun,250900,14410
2915237,76561198050956408,730,14406
1634121,76561198072097312,49520,14406
2481366,1546328127418,221100,14406
1132601,dontgetmemed,8930,14405
2559092,76561198068133166,33930,14405
1034088,BringensiemirFegelein,550,14404
4035651,76561198012572074,45760,14404
3558730,tsangchiyim,550,14404
2474394,76561198067011824,730,14403
4654928,76561198065002141,4000,14402
3612258,76561198093847443,252490,14401
867203,denko1,211420,14400
212758,76561198054285764,730,14398
3942198,76561197995295037,240,14397
3023494,KJuke,730,14395
270166,76561198024852336,271590,14395
4321779,76561198043905413,730,14394
416607,76561198081634780,730,14394
5039928,76561198093156419,230410,14394
723352,76561198078072214,730,14393
2477623,76561198061207244,105600,14393
25034,lucasrash,107410,14393
3558343,76561198069065620,4000,14393
3071943,76561198091564441,105600,14392
4483436,76561198054209452,99900,14390
4855186,mansuca,24860,14390
975386,focuslad,730,14390
397058,76561198051644906,730,14390
4580875,76561198060513602,47890,14389
1741142,76561198071543351,49520,14387
1642317,TeamAmbiguous,730,14387
1822056,Zeopatra,8930,14387
2806572,76561197996300824,72850,14386
4500186,ZFrankSmith,271590,14386
2315040,76561198054970463,64000,14384
3129548,0903512455,730,14383
4797026,76561198072794735,4000,14383
4535234,76561198057802169,49520,14383
2829663,76561198247705378,730,14381
4411200,aussiegecko1892,252950,14378
4324499,dustinmagix,4000,14378
2215708,76561198048251902,4000,14378
3902234,sgoo,8930,14377
596816,76561198016066771,49520,14376
3369580,76561198059267843,42690,14376
4591930,76561198061312047,730,14376
3539720,tf2sideswipe,250900,14376
4659712,76561198065312784,4000,14376
3953888,itzkkay,730,14376
4614725,76561198062657310,730,14376
4115445,Abe1997,730,14375
3385739,shinkui,730,14375
3245825,lovemeat,72850,14374
3275260,pornhubs,72850,14374
4836494,76561198075262252,730,14374
4420312,2608739,730,14372
3904608,76561197985630636,240,14370
4463216,76561198052778256,72850,14369
3217242,2edgy4youboi,4000,14368
2002602,76561198040258534,4000,14368
1800403,daddyfistmeplease,730,14368
4073459,anarchone,10190,14368
3236914,76561198036264411,72850,14367
4310825,76561198043414876,48700,14367
3757318,Zelousssyy,4000,14366
5095650,76561198103003178,4000,14365
399499,daniel123123,730,14365
3249954,manofuncle,34330,14365
2918665,MCportal1YT,730,14364
4636839,76561198063966018,730,14363
197962,Noster69,220160,14363
1673067,76561198064247736,4000,14362
1454737,76561198010947114,730,14360
3792424,76561198041375039,730,14360
2892085,LordOfLems,4000,14359
1960577,76561198094224872,4000,14357
4990710,thelucasmacedo,10190,14357
3576629,76561198044383966,105600,14357
3475163,76561198067514685,105600,14356
5105521,76561198107606347,730,14354
4759224,76561198070868540,72850,14354
5062995,76561198095925131,730,14354
4419146,76561198049500058,105600,14354
4687505,LaughingPanda,72850,14353
5139163,76561198154684785,730,14351
1710722,lollerskatesandlolzords,730,14351
2710007,iFininishInside,4000,14349
4817735,76561198073879466,339610,14348
407029,76561198078320166,730,14348
3122062,76561198095185773,218620,14346
2694020,bpales,105600,14345
3894290,blitz001,240,14344
3201544,pitmania,4000,14344
4601341,76561198061819812,202990,14344
4940737,76561198083517568,230410,14342
977068,76561198017286581,244850,14341
3765409,76561198026703823,8930,14341
3213809,76561198070717584,250900,14340
2517734,santiagoivanov,42690,14339
1446693,76561198045453273,99900,14338
4623980,bluerules,730,14336
3566950,76561198067679631,550,14334
456331,76561198081478781,72850,14332
2065308,radioactivesquirrel,730,14332
1474360,ThePhantomoftheDamned,218620,14332
2644998,kinG_Jason7,730,14331
1232483,uniqtheuniqorn,322170,14329
4578680,76561198060405117,243870,14329
4608312,76561198062218641,105600,14327
4541669,76561198058176775,227300,14326
1572991,76561198169873333,4000,14325
5071429,76561198097198288,243870,14325
4438844,ringsssofsaturn,252490,14322
4314564,76561198043631496,4000,14321
1324672,muzz,39120,14321
2956355,76561198097320856,377160,14320
3725390,76561198049676894,263280,14319
5063771,XablauPTBR,4000,14318
4370570,Moomic,4000,14318
4730008,76561198069091678,730,14317
4547858,76561198058600419,730,14316
2018289,76561198081176852,730,14315
3323017,flaminhobo,4000,14314
3283812,76561198082929115,252950,14312
557581,wizzfizz01,105600,14312
3900034,petedaninja,240,14310
392899,jgrulez,311210,14309
340820,76561198086160648,72850,14309
717669,76561198024889385,240,14307
4016549,76561198009514151,346900,14306
4532341,interfex,214950,14306
1641594,76561198085071250,346900,14305
3281489,76561198045900106,105600,14305
3439331,76561198045501641,105600,14305
1741325,vclocks,220240,14303
4725181,76561198068810458,730,14303
89503,76561198079009374,72850,14301
4857727,jul2198,224540,14301
3181992,76561198054085162,730,14301
1499986,andresmidas,230410,14300
4193503,76561198035099677,105600,14300
4307451,76561198043163369,730,14300
2773601,76561198054617456,219640,14300
1212880,76561198041965668,292030,14300
934111,76561198041108364,730,14299
2563838,76561198061532474,220200,14299
4005102,76561198007404119,8930,14299
2601035,76561198037228967,252490,14297
4678915,realism8,730,14297
4503715,76561198055680379,58520,14296
1869302,76561198007745188,221380,14295
3444484,76561198065892320,250900,14294
2969066,76561198080998756,252490,14292
4752519,76561198070431184,730,14288
2258282,76561198158121551,107410,14285
4408448,hoggstar16,244210,14285
4456206,76561198052113534,56400,14285
2592860,Alexcgamer,1250,14284
4340041,alpal88,4000,14284
2508861,csgoloungeone,730,14283
4471526,76561198053353055,99810,14282
5090617,76561198101338923,730,14281
3667771,76561198020179863,202990,14280
1611727,StegoRekt,730,14277
3006553,jessica96,730,14277
3967787,76561197999837795,10190,14277
3630637,76561198044990355,370240,14276
3000287,76561198063613997,730,14276
4809066,76561198073413380,4000,14275
1322337,76561198060031056,730,14274
4773951,76561198071612652,4000,14274
4577801,76561198060357014,47890,14273
4721690,76561198068618273,65800,14270
5112900,76561198117168994,248570,14269
4296855,76561198042564141,105600,14267
1610670,76561198077502751,105600,14267
4854539,jeffrey_wong123,365590,14267
4350310,76561198045181539,10190,14267
4154412,76561198030255504,730,14267
3709280,76561198053138682,230410,14266
3653575,76561198079219973,370240,14266
4417781,76561198049372377,105600,14266
4696802,76561198067268418,218620,14264
4821806,76561198074149172,72850,14264
4598051,HolySlay,200210,14264
3210854,pokushii,333930,14263
4303624,wh1zzyboy,212500,14261
4807627,phodsamu,218620,14260
3551657,76561198058571233,105600,14259
413548,ebroks,346900,14259
50030,76561198037888300,236850,14259
4776708,76561198071794302,4000,14258
4992338,76561198088221869,301520,14258
4392556,derp_slay,4000,14258
4318874,Jabberwokie33,4760,14257
2181446,BlacKFuZion,107410,14257
1486214,76561198095937802,4000,14256
2928717,zeroblade,550,14256
4009459,comradezero,287700,14255
2752581,hardsteph,730,14254
2432142,trophywife,333930,14254
4702151,76561198067602706,730,14251
4191916,cxiec1,730,14251
4768614,76561198071311581,49520,14251
4165084,falzarprime,33930,14250
890618,76561198071563428,730,14248
4779472,76561198071901614,550,14248
2416750,76561198061747245,323370,14247
3181006,76561198044675324,8980,14246
4921604,76561198081772363,730,14244
4961556,qplayzyt,105600,14244
1103337,demoban,1250,14244
5039695,76561198093150099,105600,14243
4142873,Averlorn,39120,14242
3394560,trapy2016,730,14241
3762471,ZetaWolfe,230410,14241
4871242,76561198078141904,214950,14241
1876967,76561198027369154,49520,14240
4192701,76561198035016082,72850,14240
1936026,76561198062630453,113400,14239
2697608,76561198291759171,730,14239
483584,umbralla,363970,14238
1918686,AguiaAfricana,373680,14238
2114961,76561198054044232,221380,14237
718085,76561198109376308,72850,14235
3582914,76561197974412558,3630,14235
4343435,76561198044796113,4000,14235
5114303,dagwefhesfc,730,14233
4289210,foot_carlick,105600,14233
4368065,76561198046019929,105600,14233
4615363,vicevirus,230410,14232
1858565,davidmama,730,14231
3552261,vendus13,730,14230
5050927,4735736754,4000,14230
4393051,76561198047633340,730,14230
4721107,bladekitty,4000,14229
1734089,76561197993336140,240,14226
3889600,76561197979809945,730,14226
3447327,76561198020838594,202990,14226
793285,76561198009031551,48700,14226
2958398,felipedob12,202990,14224
1768177,SherbetSnek,22380,14224
5015687,76561198090476731,105600,14224
4812315,76561198073589943,263280,14224
3132522,76561198080209148,72850,14222
1591984,mick0907,226320,14222
4577300,76561198060325027,730,14221
4170953,vineeel,33930,14221
5105279,76561198107409283,271590,14220
1457832,76561198028390064,211420,14220
4854138,aly_Cat,105600,14218
3033481,MoistCrusader,72850,14217
2352795,76561198013427907,105600,14217
1638695,taronzzz,30,14216
4350756,76561198045197582,4000,14216
2699484,76561198078913326,230410,14215
2052508,76561198098572250,335240,14214
1413076,BurntPies,204300,14214
2750856,76561198107707840,4000,14214
3669191,76561198044508413,240,14213
3313679,rudylee,49520,14213
5026479,76561198091659460,200510,14212
3631420,76561198068393930,730,14211
1260292,76561198049109326,4000,14210
2763862,AlmightyCheeseKing,4000,14209
4826614,76561198074567815,730,14208
3512640,76561198049012235,4000,14207
3177454,76561198115492671,230410,14207
312185,nazcawilde,620,14207
1358372,76561198032706277,346110,14206
1210458,Liednar,363970,14205
3735149,76561198075993539,301520,14204
659853,TheApacheWarlord,48700,14204
2442181,76561198060748207,218620,14203
4978281,76561198086685081,105600,14202
1662908,76561198035011178,8930,14202
2205574,GalaxyExcalibur,4000,14201
1757436,76561198079315132,72850,14201
3956460,flynneth,49520,14200
4856545,76561198076803163,47890,14200
4025035,76561198010696191,730,14200
4663695,76561198065445792,49520,14200
3437420,76561198003661622,203770,14199
3832228,pipechang,72850,14199
3670435,vixieys,730,14199
4718623,76561198068440313,730,14198
2665431,bullshitstories,105600,14197
4640215,76561198064197152,202990,14197
4706154,StillChong,230410,14197
2268396,76561198083726930,730,14197
4983440,76561198087368301,230410,14195
3986638,76561198003847442,236430,14195
4258268,MrPolkisa,202990,14193
4653309,76561198064937281,730,14193
1073949,76561198108038772,231430,14192
2983279,mastrix8,271590,14192
1693078,76561197995897533,377160,14192
1953004,nothingbeatsme,333930,14191
694553,lichking67,105600,14191
4634420,76561198063827897,3590,14191
5005164,76561198089436384,105600,14190
4768910,76561198071316761,4000,14190
5058565,76561198095279347,4000,14190
5009984,ScORpioET,730,14189
5042239,76561198093266033,730,14188
3600745,PuReSkillzEGC,346110,14188
2780332,76561198059232168,105450,14187
3189008,chingchongchinaman,227940,14185
3370150,76561198069984656,8930,14185
4694499,ClassicLoser,730,14184
4963339,lans98,250900,14181
4836115,henslither608,730,14180
2023276,sanicissped,730,14179
4424776,76561198049804964,4000,14179
2749069,76561198107130093,730,14179
599509,76561198047075604,375960,14179
435514,SquigiTheSpy,335300,14178
4217299,Sealman,42710,14175
4458319,76561198052268482,72850,14175
2933551,Lukestaaaa,201790,14175
4428121,swipesword,72850,14174
127818,Dathrius85,377160,14174
3336343,sammichemaker,49520,14174
1188158,76561197961325529,271590,14173
3312312,rubberrock,105600,14173
3399220,76561198053730286,1250,14173
4955919,reaperdog,730,14172
4542919,76561198058252901,730,14172
2094084,76561198072030773,4000,14172
5044506,76561198093541441,49520,14172
4636259,76561198063920333,48700,14171
3112490,76561198077137346,304930,14171
3567476,76561197992758397,218620,14171
2153769,ShakEnBakE,730,14170
3821945,rayranger51,48700,14169
4732157,76561198069186570,730,14168
4122153,76561198026527992,42710,14167
1446803,DerPlays,730,14167
5129336,76561198131181299,99900,14166
645352,76561198065247420,49520,14166
1355894,76561198041912618,420790,14165
4334572,glitchsteal,105600,14165
4734076,76561198069310020,33930,14165
787747,chiefnemes,730,14164
1075416,hilman,240,14164
1110371,76561198090196446,730,14164
4381707,76561198046826216,105600,14163
1612890,76561198064197386,72850,14163
2314158,comando1026,8930,14163
4920142,alanpardewcwc,71270,14162
4318997,76561198043801310,252490,14161
2728725,76561198085728306,4000,14161
4619020,Strams,4000,14161
3818830,songsiem,240,14159
4955174,xeoeon,230410,14159
4601256,76561198061806516,202990,14158
2483099,gamewalkerz,105600,14157
2134337,GoatboyHicks,244210,14157
4747777,76561198070137734,72850,14156
2534296,76561198069766765,105600,14155
297200,fishymatt,224540,14153
5073927,76561198097628333,4000,14153
4512431,76561198056415993,22380,14152
1815501,76561198068916178,730,14152
4192002,76561198034940671,4000,14151
4989707,76561198087993743,212910,14150
4706971,76561198067860045,295270,14149
1680046,Like_A_Director,271590,14147
1909173,76561197966604253,72850,14147
1131363,vckx2,620,14146
4516241,76561198056714732,10500,14144
1110325,Bailey_NP,4000,14144
5100937,697235,4000,14143
739303,blakey700,377160,14143
2026927,ideadee,4000,14143
903326,Dpaje,105600,14143
4062769,76561198018024046,202990,14142
5062537,76561198095847205,730,14142
3772722,joonyen9433,730,14142
1220550,76561198082474729,256370,14141
875636,76561198070329043,730,14140
3339235,SammiichWillKickYourAss,346110,14139
1573600,76561198076738661,730,14139
4613566,76561198062577073,273110,14139
2914577,76561198059289732,271590,14139
1100966,76561198043285900,105600,14139
4397210,76561198047823418,730,14136
4103285,Goligore,8500,14135
4964265,morphett,4000,14135
4527903,76561198057367464,4000,14135
4379482,76561198046736236,220200,14134
4503086,76561198055657969,72850,14134
3727721,76561198070778059,105600,14132
4144084,76561198028652654,218470,14132
463128,billth,4000,14132
3221687,Abelledlc,730,14131
1958278,Kyercon,105600,14131
1272463,76561198049374991,4000,14129
4184186,76561198033934564,42710,14129
1382824,phantom02k,212160,14128
3299476,76561198018253983,49520,14127
1509065,76561198080573263,4000,14127
2301449,76561198040469947,4000,14126
2240767,76561198087237984,730,14126
488595,Veurrsy,22330,14124
666711,76561198075157489,72850,14123
1698889,76561198068978197,236390,14122
1264261,meachie,271590,14121
2484092,76561198024097877,730,14121
2059172,Afroninjaxandy,220200,14121
4360091,76561198045627858,9880,14120
4959719,Crapgasm,105600,14120
4597264,76561198061556628,730,14119
3601154,76561198088672145,105600,14119
1932780,76561198091714349,4000,14119
4477754,notspain,105600,14115
446881,frost27820,346110,14114
1935328,leeooel123456,730,14114
1677885,TheKiwiTimeLord,55230,14113
2032385,76561198031541299,730,14113
4493380,76561198054896769,105600,14112
992861,76561198067106876,250900,14112
2564464,76561197973987676,200510,14111
2645851,76561198059187930,4000,14111
2210931,theblublur,10190,14110
1395667,PandaCommandaa,271590,14109
4269338,76561198041162631,22380,14109
2532178,MOUNTAINDEWI,218230,14108
3850458,BroomyBroom,238960,14107
4027216,76561198011140581,231430,14107
4721215,76561198068600094,730,14106
4110824,76561198025317687,4760,14106
364851,76561198051318970,72850,14106
3435160,2Ryo2Know,105600,14105
2621800,76561197997886308,240,14102
4953012,76561198084457707,730,14102
2370668,Darth_Cookie,730,14101
4157075,76561198030576301,240,14101
2203452,76561198084794434,231430,14101
4257819,76561198040511651,730,14098
4755634,76561198070631072,298110,14098
1810382,76561198059865927,8930,14097
237435,76561198070993687,386360,14097
1570136,76561198060056041,211420,14096
4141341,plumbers,287700,14096
5053325,dontcareaboutanything,730,14095
891124,DocChutney,204300,14095
5064819,OpaopapaGamer,4000,14095
4039217,danneboi,49520,14094
3125238,nolanola,47890,14093
3228328,76561198080600208,730,14092
196328,76561198047049238,230410,14090
4034611,76561198012310226,252490,14090
3412489,76561198065775099,72850,14090
4534375,76561198057741028,346900,14090
314150,NekoDTV,386360,14088
4895002,AndikaArcher,218620,14087
3351634,totueros,4000,14087
2698614,76561198089580798,730,14087
2659468,Heisenberg1911,252490,14085
816593,artem_zhigarev,8500,14085
3770946,76561198042297860,730,14082
3587665,76561198023509024,240,14081
1028942,aceshot5,72850,14080
971708,FlappyPants,730,14080
1687512,ryhtb4k3iwtgpiw3hq4,108600,14080
4079444,76561198020583700,10190,14079
2716623,76561198002127153,4000,14079
4161307,76561198031255795,218620,14077
984669,76561198079359578,730,14077
3857489,Tbonethunder,204300,14076
4732312,76561198069195044,4000,14075
2701571,76561198072085608,730,14075
2603947,76561198272122497,730,14075
330042,76561198057391827,105600,14074
446158,76561198047633569,346110,14073
2475748,76561198084008606,730,14072
2329282,76561198089668342,105600,14071
4480348,76561198053980810,203290,14070
2129396,Azmi400,218230,14070
3821121,guygu6,4000,14070
1977723,76561198097949523,105600,14069
5135687,Jjjii,730,14069
5074303,Chocota,4000,14068
3663825,76561198097074290,730,14067
4687440,Camzarg,730,14067
1402012,PatSWAG,363970,14066
278071,76561198052408414,231430,14066
2963173,5901,49520,14064
1578424,Laminton,10190,14064
3181458,PedroFranja,105600,14063
2260541,76561197969938407,364360,14063
4737405,76561198069497679,48700,14063
1381279,76561198024001992,211820,14063
3335197,SalihK2001,317470,14062
4905399,76561198080637551,4000,14061
1343616,76561197960277635,730,14061
757603,btz2020,105600,14061
3695468,76561198062552733,230410,14060
1199292,LancerFire,105600,14059
5098499,Bullgull,206420,14058
4556686,Rupingu,730,14058
3344884,jjf997,72850,14057
2185890,snipah1,230410,14057
2996283,76561198074281507,8930,14056
474743,76561198073584755,372000,14056
4681633,xMxCxNinjax777x,4000,14056
4895837,76561198079846922,10,14055
945400,76561198079314344,271590,14054
3130540,Mysticaimz,304050,14053
1472817,76561198073428229,730,14052
4335447,mr_samboy,10190,14049
1617362,strayjohn,384180,14049
4295277,76561198042466689,49520,14048
3988064,T-90,10190,14048
1327083,76561198181829522,301520,14047
4583560,Eleusa,730,14046
3354889,BobaRossa,730,14045
2362373,76561198002557471,346110,14045
3962486,76561197999136707,202990,14045
3591398,76561198063084649,271590,14045
3318879,76561198032587130,550,14045
2036588,76561198020829624,48700,14043
801216,76561198019443690,4000,14043
2409409,76561197997032842,202990,14042
1297305,76561198068721113,730,14041
3631088,Tsumikiy,105600,14039
4571821,76561198059976813,107410,14038
2557505,76561198045839412,252950,14038
4940590,xacehdx,252490,14038
4861546,76561198077362529,730,14034
3391056,notyourdad,4000,14034
2185100,76561198063321128,218620,14034
2789027,76561198047701821,12210,14034
2877910,76561198083439187,221380,14034
4530734,76561198057537709,730,14034
3990467,ipexs,730,14032
251763,kimmyboy,113200,14032
3297907,robgg,240,14032
1218784,76561198046263109,105600,14031
1551636,keifer33,42710,14031
2637497,76561198068660354,202990,14031
2365223,DarkTitan9174,4000,14030
4180363,SvDKILLSWITCH,72850,14029
3649545,76561198058362985,221100,14028
3367500,serialies,259060,14027
4349239,mindbender4,105600,14027
2877990,76561197988726778,8930,14026
3367087,76561198054518293,730,14026
4917099,76561198081437866,314160,14025
2041036,76561198077463383,72850,14024
4607401,76561198062181105,34330,14023
1714098,ladyharuhi,730,14022
5012483,76561198090129532,4000,14021
2085212,andybot1,730,14021
4513456,76561198056499870,4000,14020
1417588,Pitter-Patter,8930,14020
1864648,SilemerBall,271590,14019
4959823,76561198085055471,11610,14018
1131447,76561198082859650,8930,14016
4953033,76561198084460878,218620,14016
1805875,yillyh,4000,14016
4787068,76561198072314327,105600,14016
4831277,76561198074830310,550,14015
4258836,76561198040577148,730,14015
4789332,76561198072434910,4000,14014
4150862,cw_guy,730,14014
4535356,Evil_Kanyevil,730,14013
2273056,checkm80,359320,14013
1746471,76561198053057695,4000,14010
1747785,76561198065746586,363970,14009
3086531,Nataszz,730,14009
4438387,lauchlan105,105600,14008
1047245,76561198046166277,105600,14008
2933628,76561198019823540,48700,14007
4845541,76561198075957410,105600,14006
3321629,Ryukaiii,240,14005
2222231,76561198105449371,72850,14005
1198525,leadcultivator,8930,14004
3949875,76561197997362948,252490,14004
4634395,Joshugawa,4000,14003
2630528,76561198086294583,730,14003
4793411,MysterioDJ,730,14001
858966,76561198046615863,216150,14000
3363381,76561198054566872,105600,14000
4174520,megapanHD,730,14000
3342287,76561198051842635,24960,13997
4500870,76561198055527607,49520,13997
4373092,76561198046314603,49520,13996
962804,FestiveDuckGaming,359550,13994
2377770,76561198065070561,48700,13992
4662934,76561198065424228,42690,13992
5079282,76561198098434383,252490,13991
2371617,76561198065928066,252490,13990
4480754,76561198054019431,4000,13990
5147734,tomau,730,13990
24334,76561198080832419,346110,13989
574562,76561198019442854,550,13988
2971969,76561198073810735,218620,13988
1286175,76561198061858672,72850,13988
3204153,76561198064946229,72850,13986
3174804,76561198062998915,271590,13986
4740530,mfasg,4000,13984
2543242,76561198051441338,200510,13984
1418853,76561198043082457,105600,13983
4903879,76561198080551326,218620,13983
5076900,76561198098137132,4760,13982
3851292,76561197968623460,4000,13982
5015778,76561198090481805,730,13981
4516371,76561198056728210,48700,13981
4019557,76561198009846599,244210,13979
307083,76561198068239282,218620,13979
3762979,76561198063414998,730,13978
1917922,Plka,730,13978
4512700,76561198056433110,4000,13978
4672310,76561198065933264,1250,13978
44581,76561198036955150,730,13978
4256884,reggiestarr,105600,13977
4454739,KayGeeWasTaken,72850,13977
1262105,davidmai7,730,13976
4936142,76561198083024854,4000,13973
5070323,76561198097073539,433850,13973
4247998,76561198039814111,105600,13972
5042448,76561198093280055,4000,13972
3909217,76561197988062821,113200,13971
4898242,76561198080060101,218620,13971
4561942,76561198059436606,219600,13970
3572440,76561198046864121,255710,13970
5145104,zigzagsoft,461850,13969
4635792,master_ezio_iv,252490,13968
1675360,seantheextraprawnsheepguy,219640,13968
321174,NitekN,105600,13968
681146,76561197970757585,240,13967
4618522,JC_28,730,13967
2514981,pushky,730,13966
1658769,dicksoutforharambecykablyat,730,13966
3878131,Bhugor,227940,13964
858474,DeadWinger,10090,13963
2638077,76561198063183167,386360,13963
4345992,TheUltimateFilipino,730,13963
3973892,76561198000881625,730,13962
4445935,76561198051150296,292030,13962
4390379,76561198047383840,4000,13961
2223451,76561198070272633,730,13961
4557309,76561198059181442,730,13961
5039640,errro474,730,13958
3921052,foolcake,42910,13955
4415877,76561198049209070,386360,13955
2047840,76561198100140164,730,13955
3894648,76561197982236384,8930,13953
3725124,Xtremeoverdrive,72850,13952
3421525,76561198084163024,730,13952
5000845,76561198089107316,730,13951
3139006,76561198069046130,105600,13951
1169610,kiado2,42710,13950
1670866,76561198086119658,48700,13950
4992798,76561198088303863,4000,13950
3109884,76561197960426941,730,13949
3806933,TheMishdyHub,208650,13949
3375642,76561198064148204,4000,13949
4846286,Tawhirimatea,311210,13948
77431,dropssdrop,730,13948
1024889,Name_not_found,218620,13948
4554925,76561198059028414,212910,13947
1025128,chamith,730,13946
822444,76561198072987209,72850,13946
4696691,76561198067262700,240,13946
3754353,76561198065462864,202990,13946
1633307,76561198071166648,8930,13945
577569,NeonFoxWasTaken,230410,13944
3304644,76561198078515384,346900,13943
3935008,76561197994129662,240,13942
4744307,76561198069914534,8930,13941
4901226,76561198080319899,271590,13941
411928,76561198048805360,105600,13940
4373942,76561198046360299,105600,13940
5072066,76561198097333603,730,13938
4721401,76561198068605965,8930,13937
2269048,76561198010398687,207610,13936
409978,Shadow_Slice,221100,13936
3382357,ShechoxxfuL,10,13936
159782,en-esta-partecita-esta-zacler,4000,13935
2916183,76561198003080743,10190,13934
4860929,know7410,4000,13934
1726068,76561198052461539,9900,13934
1007175,76561198064384122,730,13933
4024273,76561198010579748,230410,13932
4242100,bananabnn,730,13932
4476645,amuanfaget,72850,13932
3877000,76561197974877185,252950,13932
3134149,76561197982301727,240,13931
4844590,76561198075901994,730,13930
3028777,76561198267660492,393420,13929
4031945,76561198011977649,4550,13928
1496333,Ruzzbug,72850,13928
4289299,Tyrelle_117,24960,13926
2305276,76561198055243746,4000,13925
4988275,76561198087843941,220200,13924
2027459,dontbanirelia,99900,13924
2429439,Domos111,4000,13924
4860624,kor_sh13,72850,13923
3315119,76561198043657045,105600,13922
1063261,76561198065449170,252490,13921
4850630,205723552,550,13920
865093,76561198061157859,730,13920
4622197,leebuns,72850,13920
3591203,76561198048248287,4000,13920
4701510,76561198067567966,211420,13920
117249,SSAANNEESS,4000,13919
4950021,76561198084204518,42710,13917
4689341,76561198066844307,48700,13916
2733388,76561198079915925,550,13916
4544231,76561198058334654,730,13916
5106835,keensnapper,730,13915
4102666,Astremi,730,13914
4367724,76561198046002444,218620,13914
2621270,GreenTornadoe,72850,13913
4932125,meme_master--GOSLAY,107410,13909
5029821,76561198091976678,730,13909
503623,76561198052190253,72850,13908
110530,76561198046958203,33930,13908
791897,76561198086351031,4000,13907
4515741,76561198056667541,113200,13905
3298403,76561198064895526,252950,13904
2658315,yashitya,99900,13903
1521159,Aphrexz,3910,13903
2658380,Heavy_Artillary,4000,13902
1781397,76561198086326043,271590,13899
4600729,jdg1607,226320,13898
4117747,triumvirateofficial,4000,13898
1652788,strander01,248570,13897
4848583,strictlyskillz,10,13894
3424805,SlurpDog,304930,13893
4811127,76561198073489792,730,13892
2033048,BaFF_,49520,13891
2363480,danxdanx,72850,13890
2084764,kangdi,550,13890
4936792,76561198083103692,261640,13889
5028363,76561198091846641,252490,13889
4499027,racingmad,49520,13888
2268167,76561198064516147,243870,13888
4811928,76561198073577514,730,13888
3153564,76561198028170317,72850,13887
1795269,xpg237,730,13887
3676937,76561198081203008,730,13886
2196246,azzwraith,730,13884
4022089,76561198010284350,218620,13884
5065450,76561198096221528,550,13884
646493,sorrentor,730,13883
615757,76561198075664291,72850,13883
2262517,idiotshithead,48700,13882
5058113,76561198095227773,730,13882
643594,76561198032126834,72850,13881
2066954,Asdfas861,4000,13881
4674523,76561198066042664,1250,13881
4640917,guns4pies,730,13881
3020603,76561198042106502,72850,13878
3752186,76561198049957397,105600,13878
5070284,76561198097063273,730,13878
3055353,76561198084707096,282350,13878
2790424,76561198037389341,10190,13877
1590030,76561198038513348,48700,13875
1940578,Turtys,730,13873
4359993,76561198045623502,4000,13872
1276644,76561198023589554,730,13872
4344584,PredatoryStarfish,271590,13872
258530,76561198087854289,346110,13872
4953159,76561198084476311,4000,13871
3027986,76561198313783282,730,13871
2339976,HeartDawn,8930,13871
2132798,76561198029327009,282350,13870
3603089,76561198004959772,10190,13870
2519481,schizirenia,550,13869
4127789,76561198026996483,251570,13868
3425999,ifoundsanta,236390,13868
4477174,76561198053732776,730,13866
4642103,76561198064261842,72850,13865
3655766,melanophile,105600,13864
4216507,76561198036930429,282350,13863
230197,JarpsAU,72850,13863
