user_id,item_id,recommend,sentiment_analisys,modified_date,app_name&title
L33T4RCH,222880,True,2,2014-09-06,Insurgency
L33T4RCH,730,True,1,2014-07-06,Counter-Strike: Global Offensive
76561198081193763,200210,False,0,2015-01-17,Realm of the Mad God
SuperExpertPlayer,224540,False,1,2020-08-14,Ace of Spades: Battle Builder
SuperExpertPlayer,211260,True,2,2015-08-09,They Bleed Pixels
SuperExpertPlayer,4000,True,1,2015-12-08,Garry's Mod
SuperExpertPlayer,10090,True,2,2020-07-07,Call of Duty: World at War
SuperExpertPlayer,109400,True,1,2015-12-08,
SuperExpertPlayer,105600,True,1,2015-12-08,Terraria
SuperExpertPlayer,219740,True,1,2015-12-08,
SuperExpertPlayer,20,True,2,2015-12-08,Team Fortress Classic
247211,413150,True,1,2020-03-04,Stardew Valley
247211,250400,True,2,2014-01-25,How to Survive
247211,730,True,1,2020-09-01,Counter-Strike: Global Offensive
247211,391540,True,1,2020-04-08,Undertale
247211,33230,True,1,2014-03-17,Assassin's Creed 2 Deluxe Edition
minecraftfan367,4000,True,1,2014-08-10,Garry's Mod
minecraftfan367,440,True,2,2014-01-14,Team Fortress 2
Kazkaz,247730,True,1,2014-11-22,Nether: Resurrected
Kazkaz,223710,True,1,2015-05-15,Cry of Fear
76561198091779143,730,True,1,2015-10-10,Counter-Strike: Global Offensive
76561198091868909,440,True,1,2013-12-04,Team Fortress 2
76561198091868909,113200,True,0,2020-09-11,The Binding of Isaac
76561198091868909,550,True,1,2020-09-11,Left 4 Dead 2
76561198091868909,730,True,1,2020-09-11,Counter-Strike: Global Offensive
firmburrito,295110,False,1,2015-11-30,
beamer3,240320,True,2,2014-04-18,
beamer3,440,True,2,2014-04-08,Team Fortress 2
beamer3,206210,True,1,2014-01-18,Gotham City Impostors Free to Play
76561198094589246,333930,True,1,2015-10-07,Dirty Bomb®
76561198094589246,304930,True,2,2015-05-31,Unturned
76561198094589246,218620,True,1,2013-12-28,PAYDAY 2
overwatchmemelord,105600,True,1,2012-08-11,Terraria
overwatchmemelord,440,True,1,2012-03-03,Team Fortress 2
Halstrom,570,True,1,2014-12-01,Dota 2
Halstrom,730,True,1,2014-12-03,Counter-Strike: Global Offensive
76561198086924547,440,True,1,2015-10-07,Team Fortress 2
nuclearjimmeh,265930,True,1,2014-07-03,Goat Simulator
nuclearjimmeh,4000,True,2,2014-05-01,Garry's Mod
nuclearjimmeh,730,True,1,2015-02-13,Counter-Strike: Global Offensive
nuclearjimmeh,296470,True,2,2014-08-09,Mount Your Friends
ehrenthor,550,True,1,2013-12-25,Left 4 Dead 2
ehrenthor,730,True,1,2013-11-25,Counter-Strike: Global Offensive
ehrenthor,4000,True,0,2014-02-22,Garry's Mod
ehrenthor,232090,True,1,2015-07-19,Killing Floor 2
izanamiau,240,True,1,2014-01-25,Counter-Strike: Source
420NigelGaming420,313690,True,1,2020-06-24,LEGO® Batman™3: Beyond Gotham
420NigelGaming420,304050,True,1,2020-01-09,Trove
420NigelGaming420,214560,True,1,2015-06-29,Mark of the Ninja
420NigelGaming420,730,True,1,2020-01-09,Counter-Strike: Global Offensive
420NigelGaming420,280790,False,1,2020-01-09,
420NigelGaming420,322170,True,1,2020-06-19,Geometry Dash
maximumride94,570,True,2,2014-08-04,Dota 2
DoubleScissors,274170,True,1,2015-12-31,Hotline Miami 2: Wrong Number
DoubleScissors,570,True,1,2013-12-20,Dota 2
LyfeCookie,4000,True,1,2013-09-05,Garry's Mod
LyfeCookie,550,True,2,2014-03-10,Left 4 Dead 2
LyfeCookie,99900,True,2,2020-09-15,Spiral Knights
76561198097949523,105600,True,1,2013-12-05,Terraria
76561198097949523,570,True,1,2015-04-26,Dota 2
76561198097949523,304270,True,1,2015-01-26,
76561198097949523,550,True,1,2013-12-27,Left 4 Dead 2
76561198097949523,440,True,1,2013-12-20,Team Fortress 2
765611983889673,485380,True,1,2020-06-16,Welcome to the Game
765611983889673,218620,False,2,2015-03-06,PAYDAY 2
765611983889673,208650,False,1,2020-07-03,Batman™: Arkham Knight
765611983889673,104600,False,1,2014-04-26,Portal 2 - The Final Hours
765611983889673,223710,True,1,2020-03-06,Cry of Fear
765611983889673,265930,True,1,2014-07-26,Goat Simulator
DEANOXHILL,730,True,1,2015-11-17,Counter-Strike: Global Offensive
76561198061171632,440,True,1,2014-05-03,Team Fortress 2
pikachugamer456,440,True,1,2014-01-24,Team Fortress 2
Pikachu_LOL,265930,True,1,2014-09-26,Goat Simulator
Pikachu_LOL,440,True,1,2012-09-27,Team Fortress 2
xoxoQoxox,730,True,1,2014-04-27,Counter-Strike: Global Offensive
76561198106773321,440,True,1,2014-02-15,Team Fortress 2
76561198016635228,1250,False,1,2014-07-02,Killing Floor
76561198016635228,91310,True,1,2014-04-03,
76561198016635228,225260,True,2,2013-09-22,Brutal Legend
76561198090341048,224600,True,0,2014-07-28,Defiance
76561198090341048,267550,True,1,2014-06-21,
76561198090341048,224600,True,0,2014-07-28,Defiance
76561198090341048,267550,True,1,2014-06-21,
MiAkArKe,113400,True,1,2020-02-21,APB Reloaded
MiAkArKe,243470,True,0,2014-06-02,Watch_Dogs™
MiAkArKe,315396,True,1,2020-02-11,The Crew™ Season Pass
MiAkArKe,449800,True,1,2020-08-31,
rebelsuprising,4000,True,1,2014-01-31,Garry's Mod
martzeo,440,True,1,2014-06-17,Team Fortress 2
martzeo,346900,True,1,2015-06-17,AdVenture Capitalist
martzeo,424280,True,1,2020-01-29,Iron Snout
martzeo,253030,True,1,2015-08-02,Race The Sun
martzeo,363970,True,1,2015-05-25,Clicker Heroes
martzeo,304930,True,1,2014-09-17,Unturned
martzeo,301520,True,1,2014-08-29,Robocraft
nishix12345,224260,True,1,2014-02-28,No More Room in Hell
nishix12345,570,True,1,2014-02-28,Dota 2
iluvmiku,208090,True,1,2014-02-04,Loadout
iluvmiku,550,True,1,2013-04-03,Left 4 Dead 2
iluvmiku,218230,True,2,2013-07-18,PlanetSide 2
iluvmiku,230410,True,2,2013-07-18,Warframe
iluvmiku,620,True,2,2013-07-18,Portal 2
iluvmiku,440,True,1,2013-04-03,Team Fortress 2
winnieafg,413150,True,1,2020-03-22,Stardew Valley
winnieafg,730,True,1,2015-10-16,Counter-Strike: Global Offensive
winnieafg,4000,True,1,2013-12-05,Garry's Mod
shardaurabitch,250900,True,1,2015-01-16,The Binding of Isaac: Rebirth
shardaurabitch,417860,True,2,2020-06-20,Emily is Away
shardaurabitch,6310,True,1,2020-01-02,The Longest Journey
Pinkamenadinewithpie,440,True,1,2014-09-09,Team Fortress 2
Brownies_less_than_3,570,True,1,2014-12-08,Dota 2
76561198056803276,221100,True,2,2014-03-28,DayZ
ayylmaokai420,219640,True,1,2015-06-15,Chivalry: Medieval Warfare
76561198097372038,570,True,1,2013-10-08,Dota 2
76561198097372038,346900,True,1,2020-07-24,AdVenture Capitalist
76561198097372038,550,True,1,2014-09-16,Left 4 Dead 2
nabicore,12220,True,2,2014-07-21,Grand Theft Auto: Episodes from Liberty City
Nepku_,113200,True,1,2014-02-06,The Binding of Isaac
Nepku_,730,True,1,2014-02-06,Counter-Strike: Global Offensive
Nepku_,252490,False,1,2014-02-06,Rust
Nepku_,204360,True,1,2013-09-08,Castle Crashers®
Nepku_,219740,True,1,2013-09-08,
Nepku_,206440,True,1,2013-09-08,To the Moon
suchcustom,224260,True,1,2013-11-26,No More Room in Hell
terralark,4000,True,2,2012-10-27,Garry's Mod
Bayne51,221100,True,2,2013-12-17,DayZ
76561198059896401,301520,True,2,2014-08-11,Robocraft
theultimateweeb,219150,True,1,2015-09-05,Hotline Miami
76561198093270673,440,True,2,2013-11-25,Team Fortress 2
K_Hamano,108800,True,1,2020-01-13,Crysis 2 - Maximum Edition
changho7875,218620,True,1,2014-05-20,PAYDAY 2
changho7875,271590,True,1,2015-04-15,Grand Theft Auto V
Nanaya_Shiki,4920,True,1,2014-11-27,Natural Selection 2
Nanaya_Shiki,406550,True,1,2020-07-10,Umineko When They Cry - Question Arcs
Nanaya_Shiki,225840,True,1,2020-01-24,Sven Co-op
Nanaya_Shiki,411370,True,1,2020-04-19,Melty Blood Actress Again Current Code
Nanaya_Shiki,113200,True,1,2014-09-29,The Binding of Isaac
Nanaya_Shiki,304930,True,1,2014-08-02,Unturned
Nanaya_Shiki,620,True,1,2014-04-23,Portal 2
foxer007,261570,True,1,2015-06-21,Ori and the Blind Forest
foxer007,47870,True,2,2014-08-02,Need For Speed: Hot Pursuit
foxer007,304930,True,2,2014-08-02,Unturned
foxer007,4000,True,1,2014-04-19,Garry's Mod
foxer007,107900,False,1,2014-08-02,
foxer007,72850,True,2,2014-08-02,
foxer007,238460,True,2,2014-08-02,BattleBlock Theater®
foxer007,730,True,1,2014-08-02,Counter-Strike: Global Offensive
foxer007,440,True,2,2014-08-02,Team Fortress 2
76561198070509799,104700,True,1,2014-10-30,Super MNC
76561198070509799,203140,False,1,2014-03-05,Hitman: Absolution™
76561198070509799,220,True,1,2014-03-30,Half-Life 2
76561198070509799,730,True,1,2013-12-18,Counter-Strike: Global Offensive
76561198070509799,206210,True,1,2013-12-06,Gotham City Impostors Free to Play
NineODoge,222880,True,1,2014-02-12,Insurgency
sakurayuki,113200,True,1,2013-06-12,The Binding of Isaac
sakurayuki,269050,True,1,2015-10-09,Year Walk
sakurayuki,223710,True,1,2013-07-02,Cry of Fear
sakurayuki,209790,True,1,2013-06-08,Splice
76561198029595883,48220,False,1,2014-07-13,Might & Magic: Heroes VI
TF2LOVEER,440,True,1,2015-01-23,Team Fortress 2
76561198091164764,221100,False,0,2020-08-09,DayZ
76561198091164764,238280,True,1,2015-04-19,Legend of Dungeon
76561198091164764,218620,True,1,2020-08-14,PAYDAY 2
76561198091164764,230410,True,2,2015-02-15,Warframe
76561198091164764,570,True,2,2014-02-17,Dota 2
76561197973688926,275850,False,1,2020-09-12,No Man's Sky
76561197973688926,230410,True,1,2015-10-28,Warframe
76561197973688926,319630,True,1,2020-07-04,Life is Strange - Episode 1
76561197973688926,205100,True,1,2020-09-12,Dishonored
76561197973688926,365590,False,1,2020-04-29,Tom Clancy’s The Division™
76561198075386334,570,True,1,2014-06-21,Dota 2
76561198080715343,440,True,1,2014-07-09,Team Fortress 2
dryzeak,233470,True,1,2014-06-08,Evoland
dryzeak,440,True,1,2013-08-13,Team Fortress 2
dryzeak,209870,False,1,2013-05-11,Blacklight: Retribution
applebernie,365590,True,1,2020-03-08,Tom Clancy’s The Division™
76561198104824869,500,True,1,2020-05-08,Left 4 Dead
76561198104824869,6550,True,1,2014-02-22,Devil May Cry® 3 Special Edition
76561198104824869,300,True,1,2013-10-22,Day of Defeat: Source
akirawwww,438490,True,1,2020-09-17,
akirawwww,250900,True,1,2020-09-12,The Binding of Isaac: Rebirth
akirawwww,274940,False,1,2020-09-12,Depth
akirawwww,235800,True,1,2020-06-02,Audiosurf 2
poomeus,347830,True,1,2020-06-25,Fairy Fencer F
poomeus,411370,True,1,2020-04-19,Melty Blood Actress Again Current Code
poomeus,271590,True,1,2015-05-13,Grand Theft Auto V
poomeus,311340,True,1,2014-12-22,METAL GEAR SOLID V: GROUND ZEROES
poomeus,209650,True,1,2014-12-11,Call of Duty®: Advanced Warfare - Gold Edition
poomeus,271290,True,1,2014-04-18,
EnderWiz,353330,True,1,2020-07-29,Love at First Sight
EnderWiz,356670,True,1,2020-07-20,Spooky's Jump Scare Mansion
EnderWiz,440,True,1,2020-05-14,Team Fortress 2
EnderWiz,413410,True,1,2020-05-14,Danganronpa: Trigger Happy Havoc
EnderWiz,730,False,1,2020-05-14,Counter-Strike: Global Offensive
EnderWiz,302830,True,1,2015-02-10,BLOCKADE 3D
EnderWiz,273110,True,1,2014-09-25,Counter-Strike Nexon: Zombies
EnderWiz,304930,True,1,2014-07-13,Unturned
EnderWiz,245550,True,2,2014-03-20,Free to Play
TemisiaST,354140,True,1,2015-03-06,Five Nights at Freddy's 3
TemisiaST,332800,True,1,2015-06-01,Five Nights at Freddy's 2
76561198079324079,730,True,1,2015-01-25,Counter-Strike: Global Offensive
76561198079324079,570,True,1,2014-01-09,Dota 2
lsleon,730,True,1,2014-05-17,Counter-Strike: Global Offensive
76561198082543743,730,True,1,2014-04-24,Counter-Strike: Global Offensive
76561198082543743,221380,False,1,2015-07-11,Age of Empires II HD
76561198082543743,57690,True,1,2014-05-01,Tropico 4
76561198082543743,218230,False,1,2014-06-14,PlanetSide 2
ninja12749,245170,True,1,2014-06-30,Skullgirls
ninja12749,440,True,1,2014-06-30,Team Fortress 2
ninja12749,246620,True,1,2014-06-30,Plague Inc: Evolved
76561198043920464,296470,True,0,2014-08-02,Mount Your Friends
76561198043920464,4000,True,1,2014-12-04,Garry's Mod
76561198043920464,265930,True,1,2014-04-09,Goat Simulator
76561198043920464,296470,True,0,2014-08-02,Mount Your Friends
76561198043920464,4000,True,1,2014-12-04,Garry's Mod
76561198043920464,265930,True,1,2014-04-09,Goat Simulator
76561198090315264,440,True,1,2015-02-06,Team Fortress 2
steamconan,236870,True,1,2020-03-11,HITMAN™
steamconan,20920,False,1,2014-03-18,The Witcher 2: Assassins of Kings Enhanced Edition
steamconan,219640,True,2,2013-05-26,Chivalry: Medieval Warfare
steamconan,96300,True,1,2013-04-13,
76561198192373206,730,True,1,2020-07-28,Counter-Strike: Global Offensive
76561198192373206,271590,True,1,2020-07-10,Grand Theft Auto V
76561198104466971,570,True,1,2020-04-16,Dota 2
StereoPliggeh,440,True,1,2014-01-25,Team Fortress 2
76561198172525222,730,True,1,2015-09-03,Counter-Strike: Global Offensive
kittenstar99,570,True,2,2014-03-31,Dota 2
76561198072782328,440,True,1,2015-12-30,Team Fortress 2
TheCatNinjaz,298630,True,1,2015-01-23,The Escapists
lambor-sb,218620,True,2,2020-07-03,PAYDAY 2
lambor-sb,440,True,1,2014-07-11,Team Fortress 2
lambor-sb,320140,True,1,2020-08-16,Absolute Drift
lambor-sb,370280,True,1,2020-07-26,Season of 12 Colors
AroraITServices,218230,True,2,2014-02-11,PlanetSide 2
AroraITServices,8930,True,1,2014-02-05,Sid Meier's Civilization® V
AroraITServices,203140,True,1,2014-05-30,Hitman: Absolution™
AroraITServices,213670,True,1,2014-04-01,South Park™: The Stick of Truth™
AroraITServices,218620,True,1,2014-06-26,PAYDAY 2
AroraITServices,220240,True,0,2014-06-20,Far Cry 3
AroraITServices,550,True,1,2013-11-27,Left 4 Dead 2
AroraITServices,207610,True,1,2013-11-27,The Walking Dead
76561198044577103,252950,True,1,2020-09-08,Rocket League®
76561198306855779,339610,True,1,2020-06-14,Freestyle 2: Street Basketball
76561198306855779,730,True,2,2020-06-02,Counter-Strike: Global Offensive
76561198001658920,289650,False,0,2014-11-14,Assassin's Creed® Unity
76561198001658920,255710,True,2,2015-03-11,Cities: Skylines
76561198001658920,206440,True,1,2014-01-16,To the Moon
76561198001658920,570,True,1,2013-12-20,Dota 2
76561198049234870,440,True,1,2014-04-26,Team Fortress 2
ZevereKryor,730,True,1,2020-01-16,Counter-Strike: Global Offensive
76561198049415770,203140,True,1,2020-01-20,Hitman: Absolution™
76561198049415770,201790,True,1,2014-11-28,Orcs Must Die! 2
76561198049415770,550,True,2,2014-11-01,Left 4 Dead 2
xgotfearzx,730,True,1,2015-09-15,Counter-Strike: Global Offensive
KinkyBird,304930,True,1,2014-07-30,Unturned
KinkyBird,24860,True,2,2013-12-21,
KinkyBird,219640,False,1,2014-07-14,Chivalry: Medieval Warfare
KinkyBird,25890,False,1,2014-06-28,Hearts of Iron III
76561198024484835,209870,False,1,2015-04-05,Blacklight: Retribution
76561198051759723,410340,False,0,2015-11-15,Liftoff
tuna168,4000,True,1,2015-11-25,Garry's Mod
tuna168,231410,True,1,2020-06-27,
tuna168,440,True,1,2014-02-15,Team Fortress 2
tuna168,105600,True,2,2014-05-20,Terraria
tuna168,24960,True,1,2014-05-24,Battlefield: Bad Company™ 2
tuna168,31280,True,1,2014-04-18,Poker Night at the Inventory
76561198038263531,238960,True,1,2015-04-26,
crazybushman,440,True,1,2013-12-21,Team Fortress 2
crazybushman,19680,True,1,2015-01-19,
76561198082705819,252490,True,1,2015-07-12,Rust
76561198082705819,391540,True,1,2020-01-17,Undertale
76561198082705819,440,True,1,2020-03-20,Team Fortress 2
76561198082705819,250180,True,1,2015-01-23,METAL SLUG 3
76561198082705819,217140,True,1,2014-08-27,Rise of the Triad
ansalsrb,234670,True,1,2014-10-09,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD
ansalsrb,252490,True,1,2014-08-02,Rust
ansalsrb,72850,True,1,2020-02-16,
Functionalz,440,True,2,2014-03-14,Team Fortress 2
76561198088633724,206440,True,1,2014-01-26,To the Moon
76561198058777763,12900,True,1,2014-01-01,AudioSurf
jdg311,105600,True,1,2014-09-10,Terraria
76561198079050450,440,True,1,2014-02-18,Team Fortress 2
76561198079050450,113400,False,1,2014-02-07,APB Reloaded
76561198045400287,333600,True,1,2015-03-06,
sky_4547,245170,True,1,2013-12-22,Skullgirls
sky_4547,207610,True,1,2014-12-22,The Walking Dead
76561198089365649,220,True,1,2015-10-03,Half-Life 2
76561198089365649,440,False,1,2015-08-29,Team Fortress 2
76561198089365649,206420,True,1,2015-06-06,Saints Row IV
76561198089365649,282070,True,1,2020-02-02,This War of Mine
76561198089365649,550,False,1,2020-01-29,Left 4 Dead 2
76561198089365649,4000,False,1,2020-01-29,Garry's Mod
76561198089365649,271590,True,1,2020-01-29,Grand Theft Auto V
76561198089365649,380,True,1,2020-01-01,Half-Life 2: Episode One
qwertycx_,730,True,1,2020-08-20,Counter-Strike: Global Offensive
freshfishss,230410,True,1,2014-10-10,Warframe
GlaLoid,72850,True,1,2014-04-13,
GlaLoid,550,True,1,2013-12-22,Left 4 Dead 2
loidberg,570,True,1,2014-05-25,Dota 2
commonfood,221100,True,1,2014-02-27,DayZ
commonfood,247910,True,1,2013-12-03,Sniper Elite: Nazi Zombie Army 2
76561198096054180,105600,True,1,2014-08-30,Terraria
whysoderpy,233450,True,1,2015-02-22,Prison Architect
noheckgiver,206420,False,1,2014-10-28,Saints Row IV
noheckgiver,241930,True,1,2015-01-01,Middle-earth™: Shadow of Mordor™
noheckgiver,242050,True,1,2014-04-05,Assassin’s Creed® IV Black Flag™
iron50,440,True,1,2020-06-29,Team Fortress 2
iron50,41070,True,2,2020-07-05,
Sorryforbeingbad,319510,False,1,2014-12-21,Five Nights at Freddy's
Sorryforbeingbad,218620,True,1,2014-08-27,PAYDAY 2
Sorryforbeingbad,224540,False,1,2013-03-15,Ace of Spades: Battle Builder
Telstra,230410,True,1,2014-04-09,Warframe
Telstra,287700,True,1,2020-01-09,METAL GEAR SOLID V: THE PHANTOM PAIN
Telstra,730,True,1,2015-07-10,Counter-Strike: Global Offensive
reptarizm,431500,True,1,2020-04-16,Clash of the Monsters
B1xG7,4000,True,2,2015-01-07,Garry's Mod
B1xG7,35140,True,0,2015-01-17,Batman: Arkham Asylum Game of the Year Edition
B1xG7,304930,True,2,2014-08-25,Unturned
B1xG7,440,True,1,2014-02-13,Team Fortress 2
jakesnake,237990,True,1,2014-08-01,The Banner Saga
76561198077612701,730,True,1,2014-08-13,Counter-Strike: Global Offensive
zantheon,242760,True,1,2020-04-08,The Forest
zantheon,221380,True,1,2015-11-08,Age of Empires II HD
54263144,730,True,1,2015-06-09,Counter-Strike: Global Offensive
54263144,203290,True,2,2015-05-12,America's Army: Proving Grounds
FastAsACheetah,4000,True,1,2013-12-01,Garry's Mod
FastAsACheetah,24960,True,1,2020-02-19,Battlefield: Bad Company™ 2
FastAsACheetah,227300,True,1,2013-12-12,Euro Truck Simulator 2
FastAsACheetah,12220,True,1,2020-02-19,Grand Theft Auto: Episodes from Liberty City
FastAsACheetah,271590,True,1,2015-12-07,Grand Theft Auto V
FastAsACheetah,259080,False,1,2015-10-21,Just Cause 2: Multiplayer Mod
FastAsACheetah,12210,True,1,2013-12-01,
FastAsACheetah,239660,True,1,2013-09-09,Soldier Front 2
Terminator_Mitch,243870,True,1,2014-04-20,
Terminator_Mitch,239140,True,1,2020-05-04,Dying Light
Terminator_Mitch,271590,True,1,2015-11-18,Grand Theft Auto V
Terminator_Mitch,4000,True,1,2012-08-01,Garry's Mod
Terminator_Mitch,298260,False,1,2015-02-26,Only If
Terminator_Mitch,209650,False,1,2015-01-23,Call of Duty®: Advanced Warfare - Gold Edition
Terminator_Mitch,221100,False,1,2014-08-15,DayZ
Terminator_Mitch,247730,False,1,2014-04-24,Nether: Resurrected
76561198066084176,730,True,1,2015-07-18,Counter-Strike: Global Offensive
76561198066084176,440,True,1,2013-01-05,Team Fortress 2
76561198066084176,218230,True,2,2014-01-17,PlanetSide 2
spudgee,377160,False,1,2020-01-10,Fallout 4
spudgee,218620,False,1,2015-10-19,PAYDAY 2
tahrone,730,True,2,2020-06-25,Counter-Strike: Global Offensive
76561198133744013,105600,True,1,2020-01-25,Terraria
Quitespace,730,True,1,2015-06-11,Counter-Strike: Global Offensive
Quitespace,221100,True,1,2020-02-26,DayZ
Quitespace,252490,True,1,2014-02-27,Rust
Quitespace,203140,True,1,2014-01-24,Hitman: Absolution™
monkeymatt1211,49520,True,1,2014-07-01,Borderlands 2
Pankyu,440,True,2,2014-06-24,Team Fortress 2
CalvinHazard,374320,False,1,2020-04-19,DARK SOULS™ III
garypoh18,440,True,1,2013-09-11,Team Fortress 2
WaFelekPL,440,True,2,2020-02-02,Team Fortress 2
WaFelekPL,304930,True,1,2020-02-14,Unturned
WaFelekPL,730,False,1,2015-08-08,Counter-Strike: Global Offensive
WaFelekPL,356670,True,2,2015-05-10,Spooky's Jump Scare Mansion
fortheloveofpotatoes,7670,True,1,2014-11-23,BioShock™
76561198006994190,270880,True,1,2020-02-29,American Truck Simulator
76561198158373858,72850,True,1,2020-04-16,
FTSTV,209870,True,1,2020-09-15,Blacklight: Retribution
76561198155115319,15100,True,2,2014-10-10,Assassin's Creed™: Director's Cut Edition
L31ken,252490,False,0,2014-03-02,Rust
beckals,297810,False,1,2014-06-03,
Ao2SAmmeyboii,216150,False,1,2014-12-10,MapleStory
Ao2SAmmeyboii,570,True,1,2013-05-19,Dota 2
Ao2SAmmeyboii,440,True,1,2013-05-19,Team Fortress 2
76561198059631818,238960,True,1,2013-12-25,
76561198059631818,105600,True,1,2013-12-19,Terraria
relesprit,8930,True,2,2013-12-27,Sid Meier's Civilization® V
76561198189527421,570,True,2,2020-05-04,Dota 2
DeathnoteM,570,True,1,2014-01-10,Dota 2
MoneyMaster55,4000,True,2,2014-06-21,Garry's Mod
76561198098316646,730,False,1,2015-09-05,Counter-Strike: Global Offensive
76561198098316646,261570,True,1,2015-03-13,Ori and the Blind Forest
76561198098316646,8930,True,1,2014-10-18,Sid Meier's Civilization® V
76561198045155762,72850,True,1,2013-07-12,
eazyE500,440,True,1,2015-07-13,Team Fortress 2
lanatbeonakeehsasamokoshtan,10,True,1,2014-12-26,Counter-Strike
lanatbeonakeehsasamokoshtan,250600,True,0,2014-05-29,The Plan
76561198069547848,249870,True,1,2014-01-01,Scribblenauts Unmasked: A DC Comics Adventure
OrientalGaming,248820,True,1,2014-12-31,Risk of Rain
76561198048503920,104900,True,0,2014-05-11,ORION: Prelude
76561198048503920,440,True,0,2014-04-05,Team Fortress 2
76561198048503920,224540,False,1,2020-06-16,Ace of Spades: Battle Builder
76561198020290098,233130,True,2,2014-12-26,Shadow Warrior
76561198020290098,570,True,2,2014-08-20,Dota 2
76561198020290098,222940,True,1,2014-01-04,THE KING OF FIGHTERS XIII STEAM EDITION
76561198020290098,287700,True,0,2015-09-02,METAL GEAR SOLID V: THE PHANTOM PAIN
wantmahbody,440,True,2,2014-05-03,Team Fortress 2
HenezRS,412880,True,1,2020-04-23,Drift Streets Japan
HenezRS,217100,True,1,2014-01-05,Dementium II HD
HenezRS,4000,True,1,2013-12-30,Garry's Mod
76561198090506712,4000,True,1,2013-10-06,Garry's Mod
76561198092591927,427270,True,1,2020-08-27,Orcs Must Die! Unchained
76561198074468075,224260,True,1,2015-11-26,No More Room in Hell
76561198074468075,238960,True,1,2020-03-19,
76561198089540481,72850,True,1,2020-03-04,
76561198089540481,204880,True,1,2020-01-21,Sins of a Solar Empire®: Rebellion
76561198089540481,230290,True,1,2020-07-01,Universe Sandbox ²
76561198089540481,440,True,2,2015-04-03,Team Fortress 2
76561198089540481,224260,True,1,2015-09-18,No More Room in Hell
76561198089540481,1250,True,1,2015-05-22,Killing Floor
76561198034081735,285900,False,1,2015-04-18,Gang Beasts
maccamaniac,2600,True,2,2014-01-02,Vampire: The Masquerade - Bloodlines
maccamaniac,105600,True,1,2014-01-02,Terraria
queenmuck,242680,True,1,2015-10-16,Nuclear Throne
queenmuck,322170,True,2,2015-09-19,Geometry Dash
ObamaHasEbola,730,True,1,2014-09-08,Counter-Strike: Global Offensive
ObamaHasEbola,202970,True,1,2015-10-15,Call of Duty®: Black Ops II
ObamaHasEbola,247020,True,1,2015-06-17,"Cook, Serve, Delicious!"
mopkap,440,True,2,2013-09-13,Team Fortress 2
mopkap,237110,True,1,2015-05-25,Mortal Kombat Komplete Edition
mopkap,282440,True,2,2015-06-05,Quake Live™
mopkap,232090,True,1,2015-06-23,Killing Floor 2
mopkap,200210,True,1,2015-05-26,Realm of the Mad God
mopkap,730,True,1,2014-06-07,Counter-Strike: Global Offensive
zuzuga2003,218620,True,1,2015-05-03,PAYDAY 2
zuzuga2003,4000,True,1,2015-12-31,Garry's Mod
zuzuga2003,251670,False,1,2015-02-16,
zuzuga2003,253710,False,1,2014-07-24,theHunter Classic
zuzuga2003,730,True,2,2014-04-10,Counter-Strike: Global Offensive
SpecialKAUS,220200,True,1,2014-06-23,Kerbal Space Program
lapat54321,570,True,1,2014-12-27,Dota 2
76561198067956177,550,True,1,2014-05-29,Left 4 Dead 2
76561198067956177,730,True,1,2015-06-01,Counter-Strike: Global Offensive
76561198067956177,113400,True,1,2013-12-24,APB Reloaded
76561198067956177,440,True,1,2013-05-21,Team Fortress 2
Andr3wPandora,230410,True,1,2014-09-01,Warframe
Andr3wPandora,48700,True,1,2015-03-05,Mount & Blade: Warband
Andr3wPandora,346900,True,1,2015-04-10,AdVenture Capitalist
Andr3wPandora,570,True,1,2014-09-01,Dota 2
Andr3wPandora,8930,True,0,2014-08-14,Sid Meier's Civilization® V
komp54,230410,True,2,2014-09-04,Warframe
niggerfaggotandagayretard,730,True,1,2020-04-15,Counter-Strike: Global Offensive
niggerfaggotandagayretard,355180,True,1,2020-03-13,Codename CURE
niggerfaggotandagayretard,51100,True,1,2020-03-13,Tactical Intervention
ckdkdo1,620,True,1,2014-09-04,Portal 2
ckdkdo1,730,True,1,2020-01-01,Counter-Strike: Global Offensive
ckdkdo1,265930,True,1,2015-05-17,Goat Simulator
ckdkdo1,4000,True,1,2014-12-07,Garry's Mod
76561198092121309,440,True,1,2014-11-16,Team Fortress 2
derpmelon,335330,False,1,2015-02-01,Brick-Force
derpmelon,346120,True,2,2015-02-20,Boring Man - Online Tactical Stickman Combat
derpmelon,233250,False,0,2015-01-10,
derpmelon,245370,True,2,2015-07-19,Etherium
Chicken01MA,570,True,2,2014-09-12,Dota 2
76561198022577753,321300,True,1,2014-12-26,Mount & Blade: Warband - Viking Conquest Reforged Edition
Empu_Tertular,322330,True,2,2020-07-01,Don't Starve Together
Empu_Tertular,252950,True,1,2020-03-19,Rocket League®
76561198079378923,331670,True,1,2015-06-21,The Jackbox Party Pack
76561198079378923,440,True,1,2015-05-27,Team Fortress 2
76561198079378923,209080,True,1,2014-10-28,Guns of Icarus Online
76561198079378923,312990,True,1,2014-08-16,The Expendabros
76561198079378923,50300,True,2,2014-05-15,Spec Ops: The Line
76561198079378923,286100,True,1,2014-05-07,You Have to Win the Game
